06:07:03 - root - INFO - Interface web démarrée sur http://127.0.0.1:5000
06:46:08 - root - INFO - --- Analyse de XAUUSD ---
06:46:08 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:46:08 - root - INFO - --- Analyse de EURUSD ---
06:46:08 - root - INFO - --- Analyse de GBPUSD ---
06:46:08 - root - INFO - --- Analyse de BTCUSD ---
06:46:08 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:46:08 - root - INFO - --- Analyse de ETHUSD ---
06:46:28 - root - INFO - --- Analyse de XAUUSD ---
06:46:28 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:46:28 - root - INFO - --- Analyse de EURUSD ---
06:46:28 - root - INFO - --- Analyse de GBPUSD ---
06:46:28 - root - INFO - --- Analyse de BTCUSD ---
06:46:28 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:46:28 - root - INFO - --- Analyse de ETHUSD ---
06:46:48 - root - INFO - --- Analyse de XAUUSD ---
06:46:48 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:46:48 - root - INFO - --- Analyse de EURUSD ---
06:46:48 - root - INFO - --- Analyse de GBPUSD ---
06:46:48 - root - INFO - --- Analyse de BTCUSD ---
06:46:48 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:46:48 - root - INFO - --- Analyse de ETHUSD ---
06:46:48 - root - INFO - PATTERN DÉTECTÉ sur ETHUSD: [Inbalance_Sell] - Direction: SELL
06:46:48 - MT5Executor - INFO - Préparation de l'ordre SELL 0.6 lot(s) de ETHUSD @ 4105.670
06:46:48 - MT5Executor - INFO - Ordre placé avec succès: Ticket #9899162
06:47:08 - root - INFO - --- Analyse de XAUUSD ---
06:47:08 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:47:08 - root - INFO - --- Analyse de EURUSD ---
06:47:08 - root - INFO - --- Analyse de GBPUSD ---
06:47:08 - root - INFO - --- Analyse de BTCUSD ---
06:47:08 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:47:08 - root - INFO - --- Analyse de ETHUSD ---
06:47:08 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:47:28 - root - INFO - --- Analyse de XAUUSD ---
06:47:28 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:47:28 - root - INFO - --- Analyse de EURUSD ---
06:47:28 - root - INFO - --- Analyse de GBPUSD ---
06:47:28 - root - INFO - --- Analyse de BTCUSD ---
06:47:28 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:47:28 - root - INFO - --- Analyse de ETHUSD ---
06:47:28 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:47:48 - root - INFO - --- Analyse de XAUUSD ---
06:47:48 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:47:48 - root - INFO - --- Analyse de EURUSD ---
06:47:48 - root - INFO - --- Analyse de GBPUSD ---
06:47:48 - root - INFO - --- Analyse de BTCUSD ---
06:47:48 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:47:48 - root - INFO - --- Analyse de ETHUSD ---
06:47:48 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:48:08 - root - INFO - --- Analyse de XAUUSD ---
06:48:08 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:48:08 - root - INFO - --- Analyse de EURUSD ---
06:48:08 - root - INFO - --- Analyse de GBPUSD ---
06:48:08 - root - INFO - --- Analyse de BTCUSD ---
06:48:08 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:48:08 - root - INFO - --- Analyse de ETHUSD ---
06:48:08 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:48:28 - root - INFO - --- Analyse de XAUUSD ---
06:48:28 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:48:28 - root - INFO - --- Analyse de EURUSD ---
06:48:28 - root - INFO - --- Analyse de GBPUSD ---
06:48:28 - root - INFO - --- Analyse de BTCUSD ---
06:48:28 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:48:28 - root - INFO - --- Analyse de ETHUSD ---
06:48:28 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:48:48 - root - INFO - --- Analyse de XAUUSD ---
06:48:48 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:48:48 - root - INFO - --- Analyse de EURUSD ---
06:48:48 - root - INFO - --- Analyse de GBPUSD ---
06:48:48 - root - INFO - --- Analyse de BTCUSD ---
06:48:48 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:48:48 - root - INFO - --- Analyse de ETHUSD ---
06:48:48 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:49:08 - root - INFO - --- Analyse de XAUUSD ---
06:49:08 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:49:08 - root - INFO - --- Analyse de EURUSD ---
06:49:08 - root - INFO - --- Analyse de GBPUSD ---
06:49:08 - root - INFO - --- Analyse de BTCUSD ---
06:49:08 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:49:08 - root - INFO - --- Analyse de ETHUSD ---
06:49:08 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:49:28 - root - INFO - --- Analyse de XAUUSD ---
06:49:28 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:49:28 - root - INFO - --- Analyse de EURUSD ---
06:49:28 - root - INFO - --- Analyse de GBPUSD ---
06:49:28 - root - INFO - --- Analyse de BTCUSD ---
06:49:28 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:49:28 - root - INFO - --- Analyse de ETHUSD ---
06:49:28 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:49:48 - root - INFO - --- Analyse de XAUUSD ---
06:49:48 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:49:48 - root - INFO - --- Analyse de EURUSD ---
06:49:48 - root - INFO - --- Analyse de GBPUSD ---
06:49:48 - root - INFO - --- Analyse de BTCUSD ---
06:49:48 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:49:48 - root - INFO - --- Analyse de ETHUSD ---
06:49:48 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:50:08 - root - INFO - --- Analyse de XAUUSD ---
06:50:08 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:50:08 - root - INFO - --- Analyse de EURUSD ---
06:50:08 - root - INFO - --- Analyse de GBPUSD ---
06:50:08 - root - INFO - --- Analyse de BTCUSD ---
06:50:08 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:50:08 - root - INFO - --- Analyse de ETHUSD ---
06:50:08 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:50:28 - root - INFO - --- Analyse de XAUUSD ---
06:50:28 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:50:28 - root - INFO - --- Analyse de EURUSD ---
06:50:28 - root - INFO - --- Analyse de GBPUSD ---
06:50:28 - root - INFO - --- Analyse de BTCUSD ---
06:50:28 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:50:28 - root - INFO - --- Analyse de ETHUSD ---
06:50:28 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:50:48 - root - INFO - --- Analyse de XAUUSD ---
06:50:48 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:50:48 - root - INFO - --- Analyse de EURUSD ---
06:50:48 - root - INFO - --- Analyse de GBPUSD ---
06:50:48 - root - INFO - --- Analyse de BTCUSD ---
06:50:48 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:50:48 - root - INFO - --- Analyse de ETHUSD ---
06:50:48 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:51:08 - root - INFO - --- Analyse de XAUUSD ---
06:51:08 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:51:08 - root - INFO - --- Analyse de EURUSD ---
06:51:08 - root - INFO - --- Analyse de GBPUSD ---
06:51:08 - root - INFO - --- Analyse de BTCUSD ---
06:51:08 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:51:08 - root - INFO - --- Analyse de ETHUSD ---
06:51:08 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:51:28 - root - INFO - --- Analyse de XAUUSD ---
06:51:28 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:51:28 - root - INFO - --- Analyse de EURUSD ---
06:51:28 - root - INFO - --- Analyse de GBPUSD ---
06:51:28 - root - INFO - --- Analyse de BTCUSD ---
06:51:28 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:51:28 - root - INFO - --- Analyse de ETHUSD ---
06:51:28 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:51:48 - root - INFO - --- Analyse de XAUUSD ---
06:51:48 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:51:48 - root - INFO - --- Analyse de EURUSD ---
06:51:48 - root - INFO - --- Analyse de GBPUSD ---
06:51:48 - root - INFO - --- Analyse de BTCUSD ---
06:51:48 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:51:48 - root - INFO - --- Analyse de ETHUSD ---
06:51:48 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:52:08 - root - INFO - --- Analyse de XAUUSD ---
06:52:08 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:52:08 - root - INFO - --- Analyse de EURUSD ---
06:52:08 - root - INFO - --- Analyse de GBPUSD ---
06:52:08 - root - INFO - --- Analyse de BTCUSD ---
06:52:08 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:52:08 - root - INFO - --- Analyse de ETHUSD ---
06:52:08 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:52:28 - root - INFO - --- Analyse de XAUUSD ---
06:52:28 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:52:28 - root - INFO - --- Analyse de EURUSD ---
06:52:28 - root - INFO - --- Analyse de GBPUSD ---
06:52:28 - root - INFO - --- Analyse de BTCUSD ---
06:52:28 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:52:28 - root - INFO - --- Analyse de ETHUSD ---
06:52:28 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:52:48 - root - INFO - --- Analyse de XAUUSD ---
06:52:48 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:52:48 - root - INFO - --- Analyse de EURUSD ---
06:52:48 - root - INFO - --- Analyse de GBPUSD ---
06:52:48 - root - INFO - --- Analyse de BTCUSD ---
06:52:48 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:52:48 - root - INFO - --- Analyse de ETHUSD ---
06:52:48 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:53:08 - root - INFO - --- Analyse de XAUUSD ---
06:53:08 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:53:08 - root - INFO - --- Analyse de EURUSD ---
06:53:08 - root - INFO - --- Analyse de GBPUSD ---
06:53:08 - root - INFO - --- Analyse de BTCUSD ---
06:53:08 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:53:08 - root - INFO - --- Analyse de ETHUSD ---
06:53:08 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:53:28 - root - INFO - --- Analyse de XAUUSD ---
06:53:28 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:53:28 - root - INFO - --- Analyse de EURUSD ---
06:53:28 - root - INFO - --- Analyse de GBPUSD ---
06:53:29 - root - INFO - --- Analyse de BTCUSD ---
06:53:29 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:53:29 - root - INFO - --- Analyse de ETHUSD ---
06:53:29 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:53:49 - root - INFO - --- Analyse de XAUUSD ---
06:53:49 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:53:49 - root - INFO - --- Analyse de EURUSD ---
06:53:49 - root - INFO - --- Analyse de GBPUSD ---
06:53:49 - root - INFO - --- Analyse de BTCUSD ---
06:53:49 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:53:49 - root - INFO - --- Analyse de ETHUSD ---
06:53:49 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:54:09 - root - INFO - --- Analyse de XAUUSD ---
06:54:09 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:54:09 - root - INFO - --- Analyse de EURUSD ---
06:54:09 - root - INFO - --- Analyse de GBPUSD ---
06:54:09 - root - INFO - --- Analyse de BTCUSD ---
06:54:09 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:54:09 - root - INFO - --- Analyse de ETHUSD ---
06:54:09 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:54:29 - root - INFO - --- Analyse de XAUUSD ---
06:54:29 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:54:29 - root - INFO - --- Analyse de EURUSD ---
06:54:29 - root - INFO - --- Analyse de GBPUSD ---
06:54:29 - root - INFO - --- Analyse de BTCUSD ---
06:54:29 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:54:29 - root - INFO - --- Analyse de ETHUSD ---
06:54:29 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:54:49 - root - INFO - --- Analyse de XAUUSD ---
06:54:49 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:54:49 - root - INFO - --- Analyse de EURUSD ---
06:54:49 - root - INFO - --- Analyse de GBPUSD ---
06:54:49 - root - INFO - --- Analyse de BTCUSD ---
06:54:49 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:54:49 - root - INFO - --- Analyse de ETHUSD ---
06:54:49 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:55:09 - root - INFO - --- Analyse de XAUUSD ---
06:55:09 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:55:09 - root - INFO - --- Analyse de EURUSD ---
06:55:09 - root - INFO - --- Analyse de GBPUSD ---
06:55:09 - root - INFO - --- Analyse de BTCUSD ---
06:55:09 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:55:09 - root - INFO - --- Analyse de ETHUSD ---
06:55:09 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:55:29 - root - INFO - --- Analyse de XAUUSD ---
06:55:29 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:55:29 - root - INFO - --- Analyse de EURUSD ---
06:55:29 - root - INFO - --- Analyse de GBPUSD ---
06:55:29 - root - INFO - --- Analyse de BTCUSD ---
06:55:29 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:55:29 - root - INFO - --- Analyse de ETHUSD ---
06:55:29 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:55:49 - root - INFO - --- Analyse de XAUUSD ---
06:55:49 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:55:49 - root - INFO - --- Analyse de EURUSD ---
06:55:49 - root - INFO - --- Analyse de GBPUSD ---
06:55:49 - root - INFO - --- Analyse de BTCUSD ---
06:55:49 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:55:49 - root - INFO - --- Analyse de ETHUSD ---
06:55:49 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:56:09 - root - INFO - --- Analyse de XAUUSD ---
06:56:09 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:56:09 - root - INFO - --- Analyse de EURUSD ---
06:56:09 - root - INFO - --- Analyse de GBPUSD ---
06:56:09 - root - INFO - --- Analyse de BTCUSD ---
06:56:09 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:56:09 - root - INFO - --- Analyse de ETHUSD ---
06:56:09 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:56:29 - root - INFO - --- Analyse de XAUUSD ---
06:56:29 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:56:29 - root - INFO - --- Analyse de EURUSD ---
06:56:29 - root - INFO - --- Analyse de GBPUSD ---
06:56:29 - root - INFO - --- Analyse de BTCUSD ---
06:56:29 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:56:29 - root - INFO - --- Analyse de ETHUSD ---
06:56:29 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:56:49 - root - INFO - --- Analyse de XAUUSD ---
06:56:49 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:56:49 - root - INFO - --- Analyse de EURUSD ---
06:56:49 - root - INFO - --- Analyse de GBPUSD ---
06:56:49 - root - INFO - --- Analyse de BTCUSD ---
06:56:49 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:56:49 - root - INFO - --- Analyse de ETHUSD ---
06:56:49 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:57:09 - root - INFO - --- Analyse de XAUUSD ---
06:57:09 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:57:09 - root - INFO - --- Analyse de EURUSD ---
06:57:09 - root - INFO - --- Analyse de GBPUSD ---
06:57:09 - root - INFO - --- Analyse de BTCUSD ---
06:57:09 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:57:09 - root - INFO - --- Analyse de ETHUSD ---
06:57:09 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:57:29 - root - INFO - --- Analyse de XAUUSD ---
06:57:29 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:57:29 - root - INFO - --- Analyse de EURUSD ---
06:57:29 - root - INFO - --- Analyse de GBPUSD ---
06:57:29 - root - INFO - --- Analyse de BTCUSD ---
06:57:29 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:57:29 - root - INFO - --- Analyse de ETHUSD ---
06:57:29 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:57:49 - root - INFO - --- Analyse de XAUUSD ---
06:57:49 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:57:49 - root - INFO - --- Analyse de EURUSD ---
06:57:49 - root - INFO - --- Analyse de GBPUSD ---
06:57:49 - root - INFO - --- Analyse de BTCUSD ---
06:57:49 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:57:49 - root - INFO - --- Analyse de ETHUSD ---
06:57:49 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:58:09 - root - INFO - --- Analyse de XAUUSD ---
06:58:09 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:58:09 - root - INFO - --- Analyse de EURUSD ---
06:58:09 - root - INFO - --- Analyse de GBPUSD ---
06:58:09 - root - INFO - --- Analyse de BTCUSD ---
06:58:09 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:58:09 - root - INFO - --- Analyse de ETHUSD ---
06:58:09 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:58:29 - root - INFO - --- Analyse de XAUUSD ---
06:58:29 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:58:29 - root - INFO - --- Analyse de EURUSD ---
06:58:29 - root - INFO - --- Analyse de GBPUSD ---
06:58:29 - root - INFO - --- Analyse de BTCUSD ---
06:58:29 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:58:29 - root - INFO - --- Analyse de ETHUSD ---
06:58:29 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:58:49 - root - INFO - --- Analyse de XAUUSD ---
06:58:49 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:58:49 - root - INFO - --- Analyse de EURUSD ---
06:58:49 - root - INFO - --- Analyse de GBPUSD ---
06:58:49 - root - INFO - --- Analyse de BTCUSD ---
06:58:49 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:58:49 - root - INFO - --- Analyse de ETHUSD ---
06:58:49 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:59:09 - root - INFO - --- Analyse de XAUUSD ---
06:59:09 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:59:09 - root - INFO - --- Analyse de EURUSD ---
06:59:09 - root - INFO - --- Analyse de GBPUSD ---
06:59:09 - root - INFO - --- Analyse de BTCUSD ---
06:59:09 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:59:09 - root - INFO - --- Analyse de ETHUSD ---
06:59:09 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:59:29 - root - INFO - --- Analyse de XAUUSD ---
06:59:29 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:59:29 - root - INFO - --- Analyse de EURUSD ---
06:59:29 - root - INFO - --- Analyse de GBPUSD ---
06:59:29 - root - INFO - --- Analyse de BTCUSD ---
06:59:29 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:59:29 - root - INFO - --- Analyse de ETHUSD ---
06:59:29 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
06:59:49 - root - INFO - --- Analyse de XAUUSD ---
06:59:49 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:59:49 - root - INFO - --- Analyse de EURUSD ---
06:59:49 - root - INFO - --- Analyse de GBPUSD ---
06:59:49 - root - INFO - --- Analyse de BTCUSD ---
06:59:49 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:59:49 - root - INFO - --- Analyse de ETHUSD ---
06:59:49 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
07:00:09 - root - INFO - --- Analyse de XAUUSD ---
07:00:09 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
07:00:09 - root - INFO - --- Analyse de EURUSD ---
07:00:09 - root - INFO - --- Analyse de GBPUSD ---
07:00:09 - PatternDetector - INFO - Pattern INBALANCE ignoré (direction SELL vs tendance BUY).
07:00:09 - root - INFO - --- Analyse de BTCUSD ---
07:00:09 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
07:00:09 - root - INFO - --- Analyse de ETHUSD ---
07:00:09 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
07:00:29 - root - INFO - --- Analyse de XAUUSD ---
07:00:29 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
07:00:29 - root - INFO - --- Analyse de EURUSD ---
07:00:29 - PatternDetector - INFO - Pattern INBALANCE ignoré (direction SELL vs tendance BUY).
07:00:29 - root - INFO - --- Analyse de GBPUSD ---
07:00:29 - PatternDetector - INFO - Pattern INBALANCE ignoré (direction SELL vs tendance BUY).
07:00:29 - root - INFO - --- Analyse de BTCUSD ---
07:00:29 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
07:00:29 - root - INFO - --- Analyse de ETHUSD ---
07:00:29 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
07:00:49 - root - INFO - --- Analyse de XAUUSD ---
07:00:49 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
07:00:49 - root - INFO - --- Analyse de EURUSD ---
07:00:49 - PatternDetector - INFO - Pattern INBALANCE ignoré (direction SELL vs tendance BUY).
07:00:49 - root - INFO - --- Analyse de GBPUSD ---
07:00:49 - PatternDetector - INFO - Pattern INBALANCE ignoré (direction SELL vs tendance BUY).
07:00:49 - root - INFO - --- Analyse de BTCUSD ---
07:00:49 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
07:00:49 - root - INFO - --- Analyse de ETHUSD ---
07:00:49 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
07:01:09 - root - INFO - --- Analyse de XAUUSD ---
07:01:09 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
07:01:09 - root - INFO - --- Analyse de EURUSD ---
07:01:09 - PatternDetector - INFO - Pattern INBALANCE ignoré (direction SELL vs tendance BUY).
07:01:09 - root - INFO - --- Analyse de GBPUSD ---
07:01:09 - PatternDetector - INFO - Pattern INBALANCE ignoré (direction SELL vs tendance BUY).
07:01:09 - root - INFO - --- Analyse de BTCUSD ---
07:01:09 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
07:01:09 - root - INFO - --- Analyse de ETHUSD ---
07:01:09 - root - INFO - Analyse suspendue pour ETHUSD : un trade géré par ce bot est déjà en cours.
07:01:29 - root - INFO - --- Analyse de XAUUSD ---
07:01:29 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
07:01:29 - root - INFO - --- Analyse de EURUSD ---
07:01:29 - PatternDetector - INFO - Pattern INBALANCE ignoré (direction SELL vs tendance BUY).
07:01:29 - root - INFO - --- Analyse de GBPUSD ---
07:01:29 - PatternDetector - INFO - Pattern INBALANCE ignoré (direction SELL vs tendance BUY).
